  0.000000000  0.000000000  0.000000000       4
       1       5    9.026314241    8.897831538
       1       6    9.026315026    8.897882046
       1       7    9.026315658    8.894414538
       1       8   10.004356069    9.964661915
  0.000000000  0.000000000  0.250000000       4
       1       5    8.536386893    8.297969574
       1       6    9.976911924    9.884887232
       1       7    9.976913758    9.880017438
       1       8   13.515694533   13.555702317
  0.000000000  0.000000000  0.500000000       4
       1       5    8.045669244    7.760185490
       1       6    9.785110925    9.693974158
       1       7    9.785113254    9.692937751
       1       8   14.194056139   14.035523570
  0.000000000  0.000000000 -0.250000000       4
       1       5    8.536386891    8.297011173
       1       6    9.976911925    9.884040839
       1       7    9.976913759    9.885806619
       1       8   13.515694533   13.565343116
  0.000000000  0.250000000  0.000000000       4
       1       5    8.536387195    8.298171359
       1       6    9.976912692    9.886835359
       1       7    9.976914220    9.878025773
       1       8   13.515693854   13.555034499
  0.000000000  0.250000000  0.250000000       4
       1       5    7.560505672    7.219631548
       1       6    9.576364596    9.381863116
       1       7   12.282728761   12.307957444
       1       8   12.282729493   12.306778570
  0.000000000  0.250000000  0.500000000       4
       1       5    7.947965116    7.628101253
       1       6   10.918809303   10.738280083
       1       7   12.291590112   12.306326776
       1       8   12.419118276   12.476552035
  0.000000000  0.250000000 -0.250000000       4
       1       5    8.908972389    8.704716481
       1       6   11.284742078   11.324545190
       1       7   11.643280649   11.439214333
       1       8   12.689923936   12.737647215
  0.000000000  0.500000000  0.000000000       4
       1       5    8.045669427    7.760242909
       1       6    9.785111875    9.694584206
       1       7    9.785113607    9.692481398
       1       8   14.194056828   14.035566773
  0.000000000  0.500000000  0.250000000       4
       1       5    7.947965003    7.627936199
       1       6   10.918809312   10.737313425
       1       7   12.291590696   12.307088971
       1       8   12.419119188   12.477248433
  0.000000000  0.500000000  0.500000000       4
       1       5    7.119474904    6.723375584
       1       6    7.119476126    6.723869036
       1       7   16.729006726   17.162728333
       1       8   16.729007288   17.163280702
  0.000000000 -0.500000000 -0.250000000       4
       1       5    7.947965003    7.627489123
       1       6   10.918809312   10.738137049
       1       7   12.291590697   12.321660852
       1       8   12.419119185   12.486164418
  0.000000000 -0.250000000  0.000000000       4
       1       5    8.536387188    8.296895654
       1       6    9.976912690    9.883123396
       1       7    9.976914216    9.886991017
       1       8   13.515693851   13.565903129
  0.000000000 -0.250000000  0.250000000       4
       1       5    8.908972388    8.704461851
       1       6   11.284742078   11.325055699
       1       7   11.643280648   11.439720110
       1       8   12.689923934   12.737958111
  0.000000000 -0.250000000 -0.500000000       4
       1       5    7.947965118    7.627283838
       1       6   10.918809308   10.737083047
       1       7   12.291590116   12.322090815
       1       8   12.419118279   12.486683809
  0.000000000 -0.250000000 -0.250000000       4
       1       5    7.560505669    7.218254902
       1       6    9.576364596    9.381140322
       1       7   12.282728765   12.323575456
       1       8   12.282729489   12.322578673
  0.250000000  0.000000000  0.000000000       4
       1       5    8.536386238    8.297653391
       1       6    9.976911997    9.886177727
       1       7    9.976912819    9.879449902
       1       8   13.515695234   13.557878572
  0.250000000  0.000000000  0.250000000       4
       1       5    7.560505611    7.218900414
       1       6    9.576364602    9.380361294
       1       7   12.282728658   12.309658784
       1       8   12.282729546   12.310044722
  0.250000000  0.000000000  0.500000000       4
       1       5    7.947963147    7.627206420
       1       6   10.918810672   10.735526426
       1       7   12.291591095   12.310156630
       1       8   12.419119294   12.479595921
  0.250000000  0.000000000 -0.250000000       4
       1       5    8.908970345    8.704261748
       1       6   11.284742680   11.325547853
       1       7   11.643281380   11.440464569
       1       8   12.689923951   12.738261747
  0.250000000  0.250000000  0.000000000       4
       1       5    7.560505634    7.219051760
       1       6    9.576364576    9.380705199
       1       7   12.282728902   12.309846975
       1       8   12.282729386   12.308814273
  0.250000000  0.250000000  0.250000000       4
       1       5    8.536387575    8.296955926
       1       6    9.976912116    9.882387009
       1       7    9.976913691    9.880972636
       1       8   13.515694225   13.547303018
  0.250000000  0.250000000  0.500000000       4
       1       5    8.908971910    8.703509162
       1       6   11.284741766   11.322282738
       1       7   11.643280925   11.432539666
       1       8   12.689924239   12.735314579
  0.250000000  0.250000000 -0.250000000       4
       1       5    7.947964647    7.626586925
       1       6   10.918809602   10.746215586
       1       7   12.291590544   12.300850061
       1       8   12.419118297   12.475262892
  0.250000000  0.500000000  0.000000000       4
       1       5    7.947964060    7.627265617
       1       6   10.918809980   10.734897700
       1       7   12.291591140   12.310016398
       1       8   12.419119749   12.479545568
  0.250000000  0.500000000  0.250000000       4
       1       5    8.908972954    8.703782364
       1       6   11.284741600   11.322109788
       1       7   11.643280702   11.432213173
       1       8   12.689923961   12.735157824
  0.250000000  0.500000000  0.500000000       4
       1       5    7.947963639    7.627976510
       1       6   10.918810383   10.730876449
       1       7   12.291591351   12.312056418
       1       8   12.419119276   12.480662864
  0.250000000  0.500000000 -0.250000000       4
       1       5   10.730354234   10.476453258
       1       6   10.730355141   10.469012021
       1       7   11.516375292   11.545781619
       1       8   11.516376150   11.542710554
  0.250000000 -0.250000000  0.000000000       4
       1       5    8.908971397    8.704131817
       1       6   11.284742528   11.325873727
       1       7   11.643280982   11.440786544
       1       8   12.689923884   12.738513061
  0.250000000 -0.250000000  0.250000000       4
       1       5    7.947965532    7.626694417
       1       6   10.918808816   10.746605722
       1       7   12.291590569   12.301103414
       1       8   12.419118806   12.475493325
  0.250000000 -0.250000000  0.500000000       4
       1       5   10.730353732   10.477117092
       1       6   10.730355415   10.468560653
       1       7   11.516374979   11.545767813
       1       8   11.516376640   11.543036486
  0.250000000 -0.250000000 -0.250000000       4
       1       5    7.947963935    7.627627878
       1       6   10.918810243   10.730514142
       1       7   12.291590412   12.325137413
       1       8   12.419117934   12.490692134
  0.500000000  0.000000000  0.000000000       4
       1       5    8.045668742    7.760223325
       1       6    9.785111025    9.693949748
       1       7    9.785112078    9.693078805
       1       8   14.194055653   14.035548344
  0.500000000  0.000000000  0.250000000       4
       1       5    7.947963321    7.627819249
       1       6   10.918810621   10.739358399
       1       7   12.291590523   12.308137237
       1       8   12.419118404   12.477726544
  0.500000000  0.000000000  0.500000000       4
       1       5    7.119474400    6.723915855
       1       6    7.119476523    6.723388170
       1       7   16.729006682   17.162857282
       1       8   16.729007237   17.163125743
 -0.500000000  0.000000000 -0.250000000       4
       1       5    7.947963318    7.627674990
       1       6   10.918810624   10.736219770
       1       7   12.291590527   12.320496650
       1       8   12.419118407   12.485617777
  0.500000000  0.250000000  0.000000000       4
       1       5    7.947964341    7.628032476
       1       6   10.918809919   10.739733914
       1       7   12.291589978   12.307257197
       1       8   12.419117972   12.476993410
  0.500000000  0.250000000  0.250000000       4
       1       5    8.908970969    8.703257075
       1       6   11.284742178   11.323128651
       1       7   11.643281281   11.433511906
       1       8   12.689924208   12.735826067
  0.500000000  0.250000000  0.500000000       4
       1       5    7.947965518    7.627039015
       1       6   10.918808903   10.727992990
       1       7   12.291590394   12.315813635
       1       8   12.419118258   12.483750114
  0.500000000  0.250000000 -0.250000000       4
       1       5   10.730353816   10.471087766
       1       6   10.730355285   10.474427328
       1       7   11.516375196   11.542949664
       1       8   11.516376444   11.545677210
  0.500000000  0.500000000  0.000000000       4
       1       5    7.119475072    6.723730942
       1       6    7.119475900    6.723449415
       1       7   16.729006807   17.162682268
       1       8   16.729007319   17.163344036
  0.500000000  0.500000000  0.250000000       4
       1       5    7.947964529    7.627136018
       1       6   10.918809670   10.728656263
       1       7   12.291590909   12.315127358
       1       8   12.419118758   12.483002557
  0.500000000  0.500000000  0.500000000       4
       1       5    8.045669838    7.759982301
       1       6    9.785111201    9.693548027
       1       7    9.785113249    9.693452248
       1       8   14.194056515   14.034737320
 -0.500000000 -0.500000000 -0.250000000       4
       1       5    7.947964527    7.627236000
       1       6   10.918809671   10.746964290
       1       7   12.291590909   12.313901317
       1       8   12.419118755   12.481406876
 -0.500000000 -0.250000000  0.000000000       4
       1       5    7.947964341    7.627469644
       1       6   10.918809920   10.735308427
       1       7   12.291589977   12.321279326
       1       8   12.419117973   12.486268578
  0.500000000 -0.250000000  0.250000000       4
       1       5   10.730353815   10.474989670
       1       6   10.730355288   10.470513605
       1       7   11.516375195   11.544451165
       1       8   11.516376445   11.544153518
 -0.500000000 -0.250000000 -0.500000000       4
       1       5    7.947965518    7.627568965
       1       6   10.918808899   10.747548991
       1       7   12.291590394   12.312897468
