  0.001000000  0.001000000  0.001000000       4
       1       1   -5.636395548   -8.253525817
       1       2    6.473390066    5.139871317
       1       3    6.473527936    5.140020609
       1       4    6.473529216    5.140577892
  0.001000000  0.001000000  0.251000000       4
       1       1   -4.821266529   -7.336973633
       1       2    2.489503688    0.884424165
       1       3    5.691669879    4.344660973
       1       4    5.700106280    4.353005517
  0.001000000  0.001000000  0.501000000       4
       1       1   -3.256214153   -5.577331391
       1       2   -0.604855641   -2.587299987
       1       3    5.252635323    3.843554446
       1       4    5.252715370    3.843667109
  0.001000000  0.001000000 -0.249000000       4
       1       1   -4.825463796   -7.338240152
       1       2    2.501652224    0.883895662
       1       3    5.694034510    4.345082648
       1       4    5.702310589    4.353056014
  0.001000000  0.251000000  0.001000000       4
       1       1   -4.821266566   -7.337587832
       1       2    2.489504021    0.885288054
       1       3    5.691669809    4.345949769
       1       4    5.700106097    4.352220555
  0.001000000  0.251000000  0.251000000       4
       1       1   -4.532673207   -7.014044061
       1       2    2.936669158    1.362935818
       1       3    4.535048196    3.114644562
       1       4    4.535073473    3.115454287
  0.001000000  0.251000000  0.501000000       4
       1       1   -2.863533048   -5.141909261
       1       2    0.017981613   -1.895101291
       1       3    2.856250011    1.319757378
       1       4    4.218779756    2.746298352
  0.001000000  0.251000000 -0.249000000       4
       1       1   -3.556412627   -5.913795259
       1       2    0.942283885   -0.870746328
       1       3    2.631869156    1.073087707
       1       4    5.118265829    3.721312184
  0.001000000  0.501000000  0.001000000       4
       1       1   -3.256214419   -5.577388109
       1       2   -0.604855108   -2.587333812
       1       3    5.252635268    3.843557720
       1       4    5.252715233    3.843895436
  0.001000000  0.501000000  0.251000000       4
       1       1   -2.863533222   -5.142169059
       1       2    0.017982113   -1.894584687
       1       3    2.856249642    1.319644071
       1       4    4.218779763    2.746165956
  0.001000000  0.501000000  0.501000000       4
       1       1   -1.430148163   -3.526870655
       1       2   -1.414399507   -3.511122856
       1       3    3.560442207    2.013285109
       1       4    3.560512535    2.013398090
  0.001000000 -0.499000000 -0.249000000       4
       1       1   -2.874043272   -5.140672604
       1       2    0.026306504   -1.900297855
       1       3    2.867992268    1.322020030
       1       4    4.222320627    2.746899235
  0.001000000 -0.249000000  0.001000000       4
       1       1   -4.825463833   -7.337659924
       1       2    2.501652554    0.882813527
       1       3    5.694034327    4.346613854
       1       4    5.702310520    4.351412326
  0.001000000 -0.249000000  0.251000000       4
       1       1   -3.556412626   -5.912747280
       1       2    0.942283882   -0.871746064
       1       3    2.631869159    1.072577949
       1       4    5.118265829    3.721027773
  0.001000000 -0.249000000 -0.499000000       4
       1       1   -2.874043098   -5.140850538
       1       2    0.026306004   -1.899800702
       1       3    2.867992638    1.321837072
       1       4    4.222320621    2.746711241
  0.001000000 -0.249000000 -0.249000000       4
       1       1   -4.541362074   -7.015773534
       1       2    2.954857317    1.358739775
       1       3    4.542629634    3.115338262
       1       4    4.542654458    3.115467867
  0.251000000  0.001000000  0.001000000       4
       1       1   -4.821266637   -7.335625395
       1       2    2.489504676    0.880981187
       1       3    5.691669808    4.343947227
       1       4    5.700105574    4.352380588
  0.251000000  0.001000000  0.251000000       4
       1       1   -4.532673207   -7.012013819
       1       2    2.936669150    1.359423952
       1       3    4.535047761    3.113329550
       1       4    4.535073927    3.114194074
  0.251000000  0.001000000  0.501000000       4
       1       1   -2.863533027   -5.139874612
       1       2    0.017981428   -1.895868800
       1       3    2.856250684    1.317617068
       1       4    4.218779304    2.745034999
  0.251000000  0.001000000 -0.249000000       4
       1       1   -3.556412790   -5.912042819
       1       2    0.942284553   -0.872633381
       1       3    2.631869117    1.071931691
       1       4    5.118265357    3.720356227
  0.251000000  0.251000000  0.001000000       4
       1       1   -4.532673207   -7.012604347
       1       2    2.936669158    1.360345983
       1       3    4.535047645    3.113779485
       1       4    4.535074032    3.114039045
  0.251000000  0.251000000  0.251000000       4
       1       1   -4.817071652   -7.333448570
       1       2    2.477362510    0.880599422
       1       3    5.693669017    4.350099131
       1       4    5.693670083    4.349324311
  0.251000000  0.251000000  0.501000000       4
       1       1   -3.548898471   -5.910744330
       1       2    0.932978985   -0.868426235
       1       3    2.625230944    1.071172705
       1       4    5.113231393    3.718573308
  0.251000000  0.251000000 -0.249000000       4
       1       1   -2.865320398   -5.140124130
       1       2    0.023318704   -1.895538986
       1       3    2.856105778    1.320276403
       1       4    4.215688521    2.743726875
  0.251000000  0.501000000  0.001000000       4
       1       1   -2.863533189   -5.140704571
       1       2    0.017981834   -1.895086371
       1       3    2.856250600    1.318010637
       1       4    4.218779204    2.745090603
  0.251000000  0.501000000  0.251000000       4
       1       1   -3.548898557   -5.911271208
       1       2    0.932979346   -0.867978871
       1       3    2.625230860    1.071317373
       1       4    5.113231238    3.718942055
  0.251000000  0.501000000  0.501000000       4
       1       1   -2.861771810   -5.140399289
       1       2    0.012644639   -1.895471591
       1       3    2.856463717    1.316657093
       1       4    4.221966323    2.749977900
  0.251000000  0.501000000 -0.249000000       4
       1       1   -1.255668721   -3.331405814
       1       2   -1.242491760   -3.324179010
       1       3    2.519267049    0.944312560
       1       4    2.529276758    0.954810766
  0.251000000 -0.249000000  0.001000000       4
       1       1   -3.556412876   -5.911570026
       1       2    0.942284914   -0.873083614
       1       3    2.631869040    1.071731299
       1       4    5.118265186    3.720191524
  0.251000000 -0.249000000  0.251000000       4
       1       1   -2.865320560   -5.139363152
       1       2    0.023319105   -1.896366630
       1       3    2.856105687    1.319867935
       1       4    4.215688435    2.743947918
  0.251000000 -0.249000000  0.501000000       4
       1       1   -1.255668527   -3.328359758
       1       2   -1.242491956   -3.327261815
       1       3    2.519266973    0.944820668
       1       4    2.529276836    0.954297868
  0.251000000 -0.249000000 -0.249000000       4
       1       1   -2.872254828   -5.140688873
       1       2    0.020902740   -1.901927330
       1       3    2.868244797    1.319240751
       1       4    4.225502667    2.749444714
  0.501000000  0.001000000  0.001000000       4
       1       1   -3.256214923   -5.577305971
       1       2   -0.604854079   -2.587252600
       1       3    5.252635354    3.843547487
       1       4    5.252714765    3.843630476
  0.501000000  0.001000000  0.251000000       4
       1       1   -2.863533531   -5.139331920
       1       2    0.017982879   -1.897455021
       1       3    2.856249621    1.317728350
       1       4    4.218779374    2.745884172
  0.501000000  0.001000000  0.501000000       4
       1       1   -1.430148163   -3.526839042
       1       2   -1.414399510   -3.511091369
       1       3    3.560441811    2.013203410
       1       4    3.560512942    2.013450405
 -0.499000000  0.001000000 -0.249000000       4
       1       1   -2.874043578   -5.143371693
       1       2    0.026307267   -1.897303894
       1       3    2.867992242    1.323945452
       1       4    4.222320245    2.746817322
  0.501000000  0.251000000  0.001000000       4
       1       1   -2.863533518   -5.139892575
       1       2    0.017982785   -1.897177904
       1       3    2.856249903    1.318232935
       1       4    4.218779264    2.746070316
  0.501000000  0.251000000  0.251000000       4
       1       1   -3.548898720   -5.909504221
       1       2    0.932980003   -0.869899932
       1       3    2.625230854    1.070161657
       1       4    5.113230709    3.717982970
  0.501000000  0.251000000  0.501000000       4
       1       1   -2.861771832   -5.138341561
       1       2    0.012644821   -1.896347620
       1       3    2.856463040    1.314331430
       1       4    4.221966792    2.748994887
  0.501000000  0.251000000 -0.249000000       4
       1       1   -1.255668352   -3.333204244
       1       2   -1.242492132   -3.322354711
       1       3    2.519266813    0.944279093
       1       4    2.529276998    0.954791828
  0.501000000  0.501000000  0.001000000       4
       1       1   -1.430148161   -3.526760668
       1       2   -1.414399510   -3.511012296
       1       3    3.560441739    2.013154957
       1       4    3.560513010    2.013242911
  0.501000000  0.501000000  0.251000000       4
       1       1   -2.861771843   -5.138913802
       1       2    0.012644915   -1.896008654
       1       3    2.856462760    1.314933763
       1       4    4.221966896    2.748961756
  0.501000000  0.501000000  0.501000000       4
       1       1   -3.256279575   -5.574109990
       1       2   -0.604785913   -2.586151515
       1       3    5.252750632    3.845181665
       1       4    5.252751683    3.845258112
 -0.499000000 -0.499000000 -0.249000000       4
       1       1   -2.875857668   -5.140589198
       1       2    0.031710668   -1.897141754
       1       3    2.867809310    1.326917442
       1       4    4.219233229    2.745411832
 -0.499000000 -0.249000000  0.001000000       4
       1       1   -2.874043565   -5.142728562
       1       2    0.026307172   -1.897629648
       1       3    2.867992522    1.323457773
       1       4    4.222320137    2.746603209
  0.501000000 -0.249000000  0.251000000       4
       1       1   -1.255667962   -3.333275676
       1       2   -1.242492525   -3.322284050
       1       3    2.519266663    0.944547922
       1       4    2.529277149    0.954531599
 -0.499000000 -0.249000000 -0.499000000       4
       1       1   -2.875857657   -5.141220333
       1       2    0.031710572   -1.896879716
       1       3    2.867809592    1.327320978
       1       4    4.219233124    2.745849135
 -0.499000000 -0.249000000 -0.249000000       4
       1       1   -3.563938843   -5.914364694
       1       2    0.951616063   -0.871488649
       1       3    2.638515487    1.075908792
       1       4    5.123418540    3.725780354
 -0.249000000  0.001000000  0.001000000       4
       1       1   -4.825463903   -7.339585833
       1       2    2.501653210    0.887432493
       1       3    5.694033805    4.345571128
       1       4    5.702310520    4.353843814
 -0.249000000  0.001000000  0.251000000       4
       1       1   -3.556412788   -5.914429737
       1       2    0.942284543   -0.869823280
       1       3    2.631869125    1.073799055
       1       4    5.118265356    3.721731564
 -0.249000000  0.001000000 -0.499000000       4
       1       1   -2.874043076   -5.142884647
       1       2    0.026305816   -1.898922898
       1       3    2.867993309    1.324146154
       1       4    4.222320174    2.747678974
 -0.249000000  0.001000000 -0.249000000       4
       1       1   -4.541362074   -7.017783556
       1       2    2.954857299    1.362296558
       1       3    4.542629210    3.116551907
       1       4    4.542654913    3.116827344
 -0.249000000  0.251000000  0.001000000       4
       1       1   -3.556412875   -5.914995855
       1       2    0.942284907   -0.869258942
       1       3    2.631869046    1.074102679
       1       4    5.118265185    3.721849475
 -0.249000000  0.251000000  0.251000000       4
       1       1   -2.865320865   -5.142098337
       1       2    0.023319871   -1.893400067
       1       3    2.856105675    1.321799014
       1       4    4.215688013    2.743877682
 -0.249000000  0.251000000  0.501000000       4
       1       1   -1.255667793   -3.328356004
       1       2   -1.242492694   -3.327284795
       1       3    2.519266494    0.944706170
       1       4    2.529277318    0.954403259
 -0.249000000  0.251000000 -0.249000000       4
       1       1   -2.872254521   -5.143501550
       1       2    0.020901968   -1.899054477
       1       3    2.868244812    1.321141551
       1       4    4.225503089    2.749711473
 -0.249000000 -0.499000000  0.001000000       4
       1       1   -2.874043237   -5.142054083
       1       2    0.026306220   -1.899733709
       1       3    2.867993222    1.323839414
       1       4    4.222320076    2.747650815
 -0.249000000  0.501000000  0.251000000       4
       1       1   -1.255667595   -3.331460573
       1       2   -1.242492890   -3.324123050
       1       3    2.519266419    0.944518041
       1       4    2.529277393    0.954601054
 -0.249000000 -0.499000000 -0.499000000       4
       1       1   -2.875857633   -5.139223045
       1       2    0.031710385   -1.897674761
       1       3    2.867810272    1.325185259
