       1       4    4.219232656    2.744596820
 -0.249000000 -0.499000000 -0.249000000       4
       1       1   -3.563938681   -5.912706013
       1       2    0.951615400   -0.873407030
       1       3    2.638515500    1.074682113
       1       4    5.123419070    3.725077987
 -0.249000000 -0.249000000  0.001000000       4
       1       1   -4.541362074   -7.017136973
       1       2    2.954857301    1.361551635
       1       3    4.542629101    3.116315717
       1       4    4.542655017    3.116383826
 -0.249000000 -0.249000000  0.251000000       4
       1       1   -2.872254358   -5.142601754
       1       2    0.020901564   -1.899823688
       1       3    2.868244904    1.320862390
       1       4    4.225503175    2.749408585
 -0.249000000 -0.249000000 -0.499000000       4
       1       1   -3.563938596   -5.913218193
       1       2    0.951615035   -0.872846624
       1       3    2.638515588    1.075053843
       1       4    5.123419225    3.724998888
 -0.249000000 -0.249000000 -0.249000000       4
       1       1   -4.829663436   -7.339723702
       1       2    2.513808172    0.887000853
       1       3    5.700522661    4.350091394
       1       4    5.700523728    4.351032335
